[1, 0]
[1048405, 2233]
[1048406, 3082]
[1048407, 3931]
[1048409, 684]
[1048410, 1533]
[1048411, 2382]
[1048412, 3232]
[1048413, 4081]
[1048415, 834]
[1048416, 1683]
[1048417, 2532]
[1048418, 3381]
[1048420, 134]
[1048421, 983]
[1048422, 1833]
[1048423, 2682]
[1048424, 3531]
[1048426, 284]
[1048427, 1133]
[1048428, 1982]
[1048429, 2832]
[1048430, 3681]
[1048432, 434]
[1048433, 1283]
[1048434, 2132]
[1048435, 2981]
[1048436, 3831]
[1048438, 583]
[1048439, 1432]
[1048440, 2282]
[1048441, 3131]
[1048442, 3980]
[1048444, 733]
[1048445, 1582]
[1048446, 2431]
[1048447, 3281]
[1048449, 33]
[1048449, 4979]
[1048450, 1732]
[1048450, 6679]
[1048451, 3432]
[1048452, 185]
[1048452, 5131]
[1048453, 1884]
[1048453, 6831]
[1048454, 3584]
[1048455, 2810]
[1048455, 7756]
[1048456, 4509]
[1048457, 1263]
[1048457, 6209]
[1048458, 2962]
[1048458, 7908]
[1048459, 4661]
[1048460, 1415]
[1048460, 6361]
[1048461, 3114]
[1048461, 8060]
[1048462, 4813]
[1048463, 1567]
[1048463, 6513]
[1048464, 3266]
[1048465, 19]
[1048465, 4966]
[1048466, 1719]
[1048466, 6665]
[1048467, 3418]
[1048468, 171]
[1048468, 5118]
[1048469, 1871]
[1048469, 6817]
[1048470, 3570]
[1048471, 323]
[1048471, 5270]
[1048472, 2023]
[1048472, 6969]
[1048473, 3722]
[1048474, 475]
[1048474, 5422]
[1048475, 2175]
[1048475, 7121]
[1048476, 3874]
[1048477, 627]
[1048477, 5574]
[1048478, 2327]
[1048478, 7273]
[1048479, 4026]
[1048480, 779]
[1048480, 5726]
[1048481, 2479]
[1048481, 7425]
[1048482, 4178]
[1048483, 931]
[1048483, 5878]
[1048484, 2631]
[1048484, 7577]
[1048485, 4330]
[1048486, 1083]
[1048486, 6030]
[1048487, 2783]
[1048487, 7729]
